periodico_id,titulo_principal,titulo_abreviado,titulo_norm,issn_impresso,issn_eletronico,issn_l,issn_impresso_norm,issn_eletronico_norm,issn_l_norm,publisher_nome,publisher_norm,pais,area_tematica,plataforma_editorial,url_principal_atual,dominio_url_principal,fonte_url_principal,ativo_editorial_recente,ano_ultimo_registro_editorial,tem_doaj,tem_latindex,tem_titledb,observacao_match
PER_F0672A6B97ECD8BE,BEPA - Boletim Epidemiológico Paulista,,bepa - boletim epidemiologico paulista,1806-423X,1806-4272,,1806-423X,1806-4272,,Coordenadoria de Controle de Doenças - Secretaria de Estado da Saúde de São Paulo,coordenadoria de controle de doencas - secretaria de estado da saude de sao paulo,Brasil,,OJS3,https://periodicos.saude.sp.gov.br/,periodicos.saude.sp.gov.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=19; anos=2004-2022
PER_9DCB38248C91F4D5,Revista da Defensoria Pública da União,,revista da defensoria publica da uniao,1984-0322,2448-4555,,1984-0322,2448-4555,,Defensoria Pública da União (DPU),defensoria publica da uniao (dpu),Brasil,,OJS3,https://revistadadpu.dpu.def.br/,revistadadpu.dpu.def.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=14; anos=2009-2022
PER_7D881A9AE7ECB30A,Educação em Foco,,educacao em foco,1519-3322,2317-0093,,1519-3322,2317-0093,,Editora da Universidade do Estado de Minas Gerais,editora da universidade do estado de minas gerais,Brasil,,OJS3,http://revista.uemg.br/,revista.uemg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=26; anos=1995-2022
PER_62D58275D33234CC,Mal-Estar e Sociedade,,mal-estar e sociedade,1983-6651,2238-2801,,1983-6651,2238-2801,,Editora da Universidade do Estado de Minas Gerais,editora da universidade do estado de minas gerais,Brasil,,OJS3,https://revista.uemg.br/,revista.uemg.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=11; anos=2008-2021
PER_27E38BEED5DC5A34,Communitas,,communitas,,2526-5970,,,2526-5970,,Editora da Universidade Federal do Acre - EDUFAC,editora da universidade federal do acre - edufac,Brasil,,OJS3,https://periodicos.ufac.br/,periodicos.ufac.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=6; anos=2017-2022
PER_48209DFF45CF5DF5,Boletim do Museu Paraense Emílio Goeldi. Ciências Naturais,,boletim do museu paraense emilio goeldi. ciencias naturais,1981-8114,2317-6237,,1981-8114,2317-6237,,Editora Museu Paraense Emílio Goeldi,editora museu paraense emilio goeldi,Brasil,,OJS3,https://boletimcn.museu-goeldi.br/,boletimcn.museu-goeldi.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=2015-2022
PER_14828749615CCEE8,Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas,,boletim do museu paraense emilio goeldi. ciencias humanas,1981-8122,2178-2547,,1981-8122,2178-2547,,Editora Museu Paraense Emílio Goeldi,editora museu paraense emilio goeldi,Brasil,,OJS3,http://editora.museu-goeldi.br/,editora.museu-goeldi.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=17; anos=2006-2022
PER_D793DA031DE8B705,Navigator,,navigator,0100-1248,,,0100-1248,,,Editora Serviço de Documentação da Marinha,editora servico de documentacao da marinha,Brasil,,OJS3,https://portaldeperiodicos.marinha.mil.br/,portaldeperiodicos.marinha.mil.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=32; anos=1970-2022
PER_633C4BA923794207,Revista Naval de Odontologia,,revista naval de odontologia,0102-7506,1983-7550,,0102-7506,1983-7550,,Editora Serviço de Documentação da Marinha,editora servico de documentacao da marinha,Brasil,,OJS3,https://portaldeperiodicos.marinha.mil.br/,portaldeperiodicos.marinha.mil.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=1955-2022
PER_65BFC33E1E6DAE4C,Revista Arquivos Brasileiros de Medicina Naval,,revista arquivos brasileiros de medicina naval,0365-074X,,,0365-074X,,,Editora Serviço de Documentação da Marinha,editora servico de documentacao da marinha,Brasil,,OJS3,https://portaldeperiodicos.marinha.mil.br/,portaldeperiodicos.marinha.mil.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=10; anos=2013-2022
PER_6B6F3EA1DB5D8D83,Brazilian Journal of Biometrics,,brazilian journal of biometrics,0102-0811,2764-5290,,0102-0811,2764-5290,,Editora UFLA: Universidade Federal de Lavras,editora ufla: universidade federal de lavras,Brasil,,OJS3,https://biometria.ufla.br/,biometria.ufla.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=2015-2022
PER_5482A9BF146415F0,Organizações Rurais & Agroindustriais,,organizacoes rurais & agroindustriais,,2238-6890,,,2238-6890,,Editora UFLA: Universidade Federal de Lavras,editora ufla: universidade federal de lavras,Brasil,,OJS3,http://www.revista.dae.ufla.br/,www.revista.dae.ufla.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=27; anos=1996-2022
PER_3593010A14E738B7,Pesquisa Florestal Brasileira,,pesquisa florestal brasileira,1809-3647,1983-2605,,1809-3647,1983-2605,,Embrapa Florestas,embrapa florestas,Brasil,,OJS3,https://pfb.cnpf.embrapa.br/pfb/,pfb.cnpf.embrapa.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=19; anos=2002-2020
PER_1671A32FE27DE45D,Brazilian Journal of Medicine and Human Health,,brazilian journal of medicine and human health,,2317-3386,,,2317-3386,,Escola Bahiana de Medicina e Saúde Pública,escola bahiana de medicina e saude publica,Brasil,,OJS3,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=5; anos=2013-2017
PER_C12C528E1494E31F,Revista Bahiana de Odontologia,,revista bahiana de odontologia,,2238-2720,,,2238-2720,,Escola Bahiana de Medicina e Saúde Pública,escola bahiana de medicina e saude publica,Brasil,,OJS3,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=12; anos=2010-2021
PER_7116DE75F1766C3C,Revista Enfermagem Contemporânea,,revista enfermagem contemporanea,,2317-3378,,,2317-3378,,Escola Bahiana de Medicina e Saúde Pública,escola bahiana de medicina e saude publica,Brasil,,OJS3,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=9; anos=2012-2020
PER_1900A2B869A70936,Revista Pesquisa em Fisioterapia,,revista pesquisa em fisioterapia,,2238-2704,,,2238-2704,,Escola Bahiana de Medicina e Saúde Pública,escola bahiana de medicina e saude publica,Brasil,,OJS3,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=12; anos=2011-2022
PER_646E3E8D075FBDF5,"Revista Psicologia, Diversidade e Saúde",,"revista psicologia, diversidade e saude",,2317-3394,,,2317-3394,,Escola Bahiana de Medicina e Saúde Pública,escola bahiana de medicina e saude publica,Brasil,,OJS3,https://www5.bahiana.edu.br/,www5.bahiana.edu.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=11; anos=2012-2022
PER_F1F2BB444670207E,Revista Direito e Liberdade,,revista direito e liberdade,1809-3280,2177-1758,,1809-3280,2177-1758,,Escola da Magistratura do Rio Grande do Norte-Esmarn,escola da magistratura do rio grande do norte-esmarn,Brasil,,OJS3,http://ww2.esmarn.tjrn.jus.br/revistas/,ww2.esmarn.tjrn.jus.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=16; anos=2005-2020
PER_F6AF1CD418D8BEDA,Revista da ESMARN,,revista da esmarn,1982-0100,2177-1766,,1982-0100,2177-1766,,Escola da Magistratura do Rio Grande do Norte-Esmarn,escola da magistratura do rio grande do norte-esmarn,Brasil,,OJS3,http://ww2.esmarn.tjrn.jus.br/revistas/,ww2.esmarn.tjrn.jus.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=1; anos=2008-2008
PER_8A6C1AD0932EC693,Revista do Serviço Público (RSP),,revista do servico publico (rsp),0034-9240,2357-8017,,0034-9240,2357-8017,,Escola Nacional de Administração Pública (ENAP),escola nacional de administracao publica (enap),Brasil,,OJS3,https://revista.enap.gov.br/,revista.enap.gov.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=61; anos=1952-2022
PER_33903DBB802C3C3E,Internext - Revista Eletrônica de Negócios Internacionais,,internext - revista eletronica de negocios internacionais,,1980-4865,,,1980-4865,,Escola Superior de Propaganda e Marketing-ESPM,escola superior de propaganda e marketing-espm,Brasil,,OJS3,https://internext.espm.br/,internext.espm.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=17; anos=2006-2022
PER_5AF9CB7F06C8764F,"Revista Comunicação, Mídia e Consumo",,"revista comunicacao, midia e consumo",1806-4981,1983-7070,,1806-4981,1983-7070,,Escola Superior de Propaganda e Marketing-ESPM,escola superior de propaganda e marketing-espm,Brasil,,OJS3,http://revistacmc.espm.br/,revistacmc.espm.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=19; anos=2004-2022
PER_1E3A686081F974DA,Natural Resources,,natural resources,,2237-9290,,,2237-9290,,Escola Superior de Sustentabilidade,escola superior de sustentabilidade,Brasil,,OJS3,http://sustenere.co/,sustenere.co,titledb,,,False,False,True,gerado a partir do titledb; entradas=12; anos=2011-2022
PER_5C6C78093976CD04,Nature and Conservation,,nature and conservation,,2318-2881,,,2318-2881,,Escola Superior de Sustentabilidade,escola superior de sustentabilidade,Brasil,,OJS3,http://sustenere.co/,sustenere.co,titledb,,,False,False,True,gerado a partir do titledb; entradas=15; anos=2008-2022
PER_7C0FBD1FF2EDD550,Revista Brasileira de Administração Científica,,revista brasileira de administracao cientifica,,2179-684X,,,2179-684X,,Escola Superior de Sustentabilidade,escola superior de sustentabilidade,Brasil,,OJS3,http://sustenere.co/,sustenere.co,titledb,,,False,False,True,gerado a partir do titledb; entradas=13; anos=2010-2022
PER_3C88808997DB3CAA,Revista Ibero-Americana de Ciências Ambientais,,revista ibero-americana de ciencias ambientais,,2179-6858,,,2179-6858,,Escola Superior de Sustentabilidade,escola superior de sustentabilidade,Brasil,,OJS3,http://sustenere.co/,sustenere.co,titledb,,,False,False,True,gerado a partir do titledb; entradas=13; anos=2010-2022
PER_65C9BF4AA06E1450,Scire Salutis,,scire salutis,,2236-9600,,,2236-9600,,Escola Superior de Sustentabilidade,escola superior de sustentabilidade,Brasil,,OJS3,http://sustenere.co/,sustenere.co,titledb,,,False,False,True,gerado a partir do titledb; entradas=12; anos=2011-2022
PER_C96C488218C0B49F,RENEFARA-Revista Eletrônica de Educação da Faculdade Araguaia,,renefara-revista eletronica de educacao da faculdade araguaia,,2236-8779,,,2236-8779,,Faculdade Araguaia-SIPE,faculdade araguaia-sipe,Brasil,,OJS3,https://www.fara.edu.br/sipe/,www.fara.edu.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=10; anos=2011-2020
PER_165E5B6C7DFB8416,Revista Batista Pioneira,,revista batista pioneira,2316-462X,2316-686X,,2316-462X,2316-686X,,Faculdade Batista Pioneira,faculdade batista pioneira,Brasil,,OJS3,http://revista.batistapioneira.edu.br/,revista.batistapioneira.edu.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=2012-2019
PER_2DB919BF1D753B44,Revista da Micro e Pequena Empresa,,revista da micro e pequena empresa,,1982-2537,,,1982-2537,,Faculdade Campo Limpo Paulista,faculdade campo limpo paulista,Brasil,,OJS3,http://www.cc.faccamp.br/ojs-2.4.8-2/,www.cc.faccamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=16; anos=2007-2022
PER_DDE466775CC7829D,Revista de Tecnologia Aplicada,,revista de tecnologia aplicada,,2237-3713,,,2237-3713,,Faculdade Campo Limpo Paulista,faculdade campo limpo paulista,Brasil,,OJS3,http://www.cc.faccamp.br/ojs-2.4.8-2/,www.cc.faccamp.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=8; anos=2012-2019
PER_3323A134C26C5940,Revista Eletrônica de Ciência Administrativa,,revista eletronica de ciencia administrativa,,1677-7387,,,1677-7387,,Faculdade Cenecista de Campo Largo,faculdade cenecista de campo largo,Brasil,,OJS3,http://www.periodicosibepes.org.br/,www.periodicosibepes.org.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=21; anos=2002-2022
PER_825DEF7FB73490E0,Revista Eletrônica de Ciências da Educação,,revista eletronica de ciencias da educacao,,1677-3098,,,1677-3098,,Faculdade Cenecista de Campo Largo,faculdade cenecista de campo largo,Brasil,,OJS3,http://www.periodicosibepes.org.br/,www.periodicosibepes.org.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=17; anos=2002-2018
PER_0186BBD22215A5C3,Revista Eletrônica de Sistemas de Informação,,revista eletronica de sistemas de informacao,,1677-3071,,,1677-3071,,Faculdade Cenecista de Campo Largo,faculdade cenecista de campo largo,Brasil,,OJS3,http://www.periodicosibepes.org.br/,www.periodicosibepes.org.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=17; anos=2002-2018
PER_F0A28037BFB735E6,Revista Eletrônica Jurídica,,revista eletronica juridica,,2236-4269,,,2236-4269,,Faculdade Cenecista de Campo Largo,faculdade cenecista de campo largo,Brasil,,OJS3,http://www.periodicosibepes.org.br/,www.periodicosibepes.org.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=6; anos=2012-2019
PER_0A3C8C3A0B5E9354,AMPLIANDO Revista Científica da Facerb,,ampliando revista cientifica da facerb,,2359-1366,,,2359-1366,,Faculdade Cenecista de Rio Bonito,faculdade cenecista de rio bonito,Brasil,,OJS3,http://www.cnecrj.com.br/ojs/,www.cnecrj.com.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=3; anos=2014-2016
PER_961F566A89B1D81C,Revista Eletrônica Acadêmica da FACECA,,revista eletronica academica da faceca,1677-0331,,,1677-0331,,,Faculdade Cenecista de Varginha,faculdade cenecista de varginha,Brasil,,OJS3,http://www.faceca.br/revista/,www.faceca.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=5; anos=2010-2014
PER_CFE5A6AD227689EF,"Revista Ser - Saber, Educação e Reflexão",,"revista ser - saber, educacao e reflexao",,1983-2591,,,1983-2591,,Faculdade de Agudos,faculdade de agudos,Brasil,,OJS3,https://www.revistafaag.com.br/revistas/,www.revistafaag.com.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=1; anos=2015-2015
PER_E8BE853A8CB2E654,Revista Jurídica da UNED,,revista juridica da uned,,2179-765X,,,2179-765X,,Faculdade de Ciências Sociais e Aplicadas de Diamantino-UNED,faculdade de ciencias sociais e aplicadas de diamantino-uned,Brasil,,OJS3,http://www.portaldeperiodicos.uned.edu.br/,www.portaldeperiodicos.uned.edu.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=1; anos=2011-2011
PER_02BA45CC05C707E3,Revista Matogrossense de Enfermagem (REMENFE),,revista matogrossense de enfermagem (remenfe),,2178-7522,,,2178-7522,,Faculdade de Ciências Sociais e Aplicadas de Diamantino-UNED,faculdade de ciencias sociais e aplicadas de diamantino-uned,Brasil,,OJS3,http://www.portaldeperiodicos.uned.edu.br/,www.portaldeperiodicos.uned.edu.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=1; anos=2010-2010
PER_6C0ED0DE44FAB64E,Revista Científica Disruptiva,,revista cientifica disruptiva,,2674-7804,,,2674-7804,,Faculdade CERS,faculdade cers,Brasil,,OJS3,http://revista.cers.com.br/ojs/,revista.cers.com.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=4; anos=2019-2022
PER_2E9CED70C9CF0961,Revista Paraense de Enfermagem,,revista paraense de enfermagem,,2596-0342,,,2596-0342,,Faculdade de Filosofia Ciência e Letras de Mandaquari,faculdade de filosofia ciencia e letras de mandaquari,Brasil,,OJS3,http://seer.fafiman.br/,seer.fafiman.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=4; anos=2018-2021
PER_6F0C9AF6434A1085,Processando o Saber,,processando o saber,2177-4374,2179-5150,,2177-4374,2179-5150,,Faculdade de Tecnologia de Praia Grande,faculdade de tecnologia de praia grande,Brasil,,OJS3,https://www.fatecpg.edu.br/revista/,www.fatecpg.edu.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=14; anos=2003-2022
PER_5E7648BE4D9C82F0,Revista Ciência Dinâmica,,revista ciencia dinamica,2176-6509,,,2176-6509,,,Faculdade Dinâmica do Vale do Piranga (FADIP),faculdade dinamica do vale do piranga (fadip),Brasil,,OJS3,https://revista.faculdadedinamica.com.br/,revista.faculdadedinamica.com.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=6; anos=2009-2023
PER_2B1B41A0A070B4D9,Revista Saúde Dinâmica,,revista saude dinamica,2675-133X,,,2675-133X,,,Faculdade Dinâmica do Vale do Piranga (FADIP),faculdade dinamica do vale do piranga (fadip),Brasil,,OJS3,https://revista.faculdadedinamica.com.br/,revista.faculdadedinamica.com.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=5; anos=2019-2023
PER_6B3724C427D2E5F5,Revista FSA,,revista fsa,1806-6356,2317-2983,,1806-6356,2317-2983,,Faculdade Santo Agostinho,faculdade santo agostinho,Brasil,,OJS3,http://www4.unifsa.com.br/revista/,www4.unifsa.com.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=19; anos=2004-2022
PER_2F3A6384B1A8EB13,Fazu em revista,,fazu em revista,1806-1699,2236-0328,,1806-1699,2236-0328,,Faculdades Associadas de Uberaba,faculdades associadas de uberaba,Brasil,,OJS3,https://www.fazu.br/ojs/,www.fazu.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=11; anos=2004-2017
PER_1128FABB5DF68BC3,Cadernos de Pós-Graduação da Fazu,,cadernos de pos-graduacao da fazu,,2238-1570,,,2238-1570,,Faculdades Associadas de Uberaba,faculdades associadas de uberaba,Brasil,,OJS3,https://www.fazu.br/ojs/,www.fazu.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=3; anos=2010-2012
PER_1575D03BCA27A561,Estudos Teológicos,,estudos teologicos,0101-3130,2237-6461,,0101-3130,2237-6461,,Faculdades da Escola Superior de Teologia,faculdades da escola superior de teologia,Brasil,,OJS3,http://est.tempsite.ws/periodicos/,est.tempsite.ws,titledb,,,False,False,True,gerado a partir do titledb; entradas=60; anos=1961-2020
PER_861FF698FD31E4B8,Identidade!,,identidade!,1676-9570,2178-437X,,1676-9570,2178-437X,,Faculdades da Escola Superior de Teologia,faculdades da escola superior de teologia,Brasil,,OJS3,http://periodicos.est.edu.br/,periodicos.est.edu.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=41; anos=2000-2020
PER_6EE79D45A5A081F1,Protestantismo em Revista,,protestantismo em revista,,1678-6408,,,1678-6408,,Faculdades da Escola Superior de Teologia,faculdades da escola superior de teologia,Brasil,,OJS3,http://est.tempsite.ws/periodicos/,est.tempsite.ws,titledb,,,False,False,True,gerado a partir do titledb; entradas=36; anos=2002-2019
PER_21FA0DDA5A22B409,TEAR ONLINE,,tear online,,2238-8516,,,2238-8516,,Faculdades da Escola Superior de Teologia,faculdades da escola superior de teologia,Brasil,,OJS3,http://periodicos.est.edu.br/,periodicos.est.edu.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=9; anos=2012-2020
PER_FF944013A72AC3BA,Conhecimento Interativo,,conhecimento interativo,,1809-3442,,,1809-3442,,Faculdades da Indústria,faculdades da industria,Brasil,,OJS3,http://app.fiepr.org.br/revistacientifica/,app.fiepr.org.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=15; anos=2007-2022
PER_3C782699F46A5A6A,Ângulo,,angulo,0101-191X,1984-7947,,0101-191X,1984-7947,,Faculdades Integradas Teresa D'Ávila,faculdades integradas teresa d'avila,Brasil,,OJS3,http://unifatea.com.br/seer3/,unifatea.com.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=10; anos=2007-2017
PER_91D3368F87F80A8C,"Educação, Cultura e Comunicação",,"educacao, cultura e comunicacao",,2177-5087,,,2177-5087,,Faculdades Integradas Teresa D'Ávila,faculdades integradas teresa d'avila,Brasil,,OJS3,http://unifatea.com.br/seer3/,unifatea.com.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=11; anos=2010-2020
PER_54324C854E50E40B,Janus,,janus,1808-0456,1984-7998,,1808-0456,1984-7998,,Faculdades Integradas Teresa D'Ávila,faculdades integradas teresa d'avila,Brasil,,OJS3,http://unifatea.com.br/seer3/,unifatea.com.br,titledb,,,False,False,True,gerado a partir do titledb; entradas=13; anos=2004-2016
